accession,source_name,isa_sample_name,organism_raw,source_material_type,sex_raw,age_value_raw,age_unit_raw,isa_spaceflight_raw,launch_mission_raw,source_space_mission_raw,isa_source_table,metadata_zip_filename,sex,isa_status,age_label,age_order_weeks,age_is_range,age_source_field,api_mission_names,mission_source,mission_cluster,metadata_zip_sha256,mission_project_token
OSD-254,GC6,Mmus_C3H-HeJ_SKN_GC_25days_Rep2_G6,Mus musculus,dorsal skin,Female,11,week,Ground Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,GC7,Mmus_C57-6J_SKN_GC_75days_Rep2_G7,Mus musculus,dorsal skin,Female,11,week,Ground Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,GC8,Mmus_C3H-HeJ_SKN_GC_75days_Rep2_G8,Mus musculus,dorsal skin,Female,11,week,Ground Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,GC9,Mmus_C57-6J_SKN_GC_25days_Rep3_G9,Mus musculus,dorsal skin,Female,11,week,Ground Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V1,Mmus_C57-6J_SKN_VIV_25days_Rep1_V1,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V10,Mmus_C3H-HeJ_SKN_VIV_25days_Rep3_V10,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V11,Mmus_C57-6J_SKN_VIV_75days_Rep3_V11,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V12,Mmus_C3H-HeJ_SKN_VIV_75days_Rep3_V12,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V13,Mmus_C57-6J_SKN_VIV_25days_Rep4_V13,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V14,Mmus_C3H-HeJ_SKN_VIV_25days_Rep4_V14,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V15,Mmus_C57-6J_SKN_VIV_75days_Rep4_V15,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V16,Mmus_C3H-HeJ_SKN_VIV_75days_Rep4_V16,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V17,Mmus_C57-6J_SKN_VIV_25days_Rep5_V17,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V18,Mmus_C3H-HeJ_SKN_VIV_25days_Rep5_V18,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V19,Mmus_C57-6J_SKN_VIV_75days_Rep5_V19,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V2,Mmus_C3H-HeJ_SKN_VIV_25days_Rep1_V2,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V20,Mmus_C3H-HeJ_SKN_VIV_75days_Rep5_V20,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V3,Mmus_C57-6J_SKN_VIV_75days_Rep1_V3,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V4,Mmus_C3H-HeJ_SKN_VIV_75days_Rep1_V4,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V5,Mmus_C57-6J_SKN_VIV_25days_Rep2_V5,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V6,Mmus_C3H-HeJ_SKN_VIV_25days_Rep2_V6,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V7,Mmus_C57-6J_SKN_VIV_75days_Rep2_V7,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V8,Mmus_C3H-HeJ_SKN_VIV_75days_Rep2_V8,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-254,V9,Mmus_C57-6J_SKN_VIV_25days_Rep3_V9,Mus musculus,dorsal skin,Female,11,week,Vivarium Control,,,s_OSD-254.txt,OSD-254_metadata_GLDS-254-ISA.zip,Female,Ground,11 wk,11,FALSE,Characteristics[Age at Launch],SpaceX-15,OSDR dataset API: single mission,SpaceX-15,b661206ded20f5924d37408442f48b364d5b56150c903166c92b65914e84872f,
OSD-255,F11,GSM3932702,Mus musculus,Right retina,Male,10,week,Space Flight,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,Male,Flight,10 wk,10,FALSE,Characteristics[Age at Launch],SpaceX-12,OSDR dataset API: single mission,SpaceX-12,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,
OSD-255,F15,GSM3932703,Mus musculus,Right retina,Male,10,week,Space Flight,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,Male,Flight,10 wk,10,FALSE,Characteristics[Age at Launch],SpaceX-12,OSDR dataset API: single mission,SpaceX-12,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,
OSD-255,F16,GSM3932704,Mus musculus,Right retina,Male,10,week,Space Flight,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,Male,Flight,10 wk,10,FALSE,Characteristics[Age at Launch],SpaceX-12,OSDR dataset API: single mission,SpaceX-12,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,
OSD-255,F17,GSM3932705,Mus musculus,Right retina,Male,10,week,Space Flight,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,Male,Flight,10 wk,10,FALSE,Characteristics[Age at Launch],SpaceX-12,OSDR dataset API: single mission,SpaceX-12,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,
OSD-255,F18,GSM3932706,Mus musculus,Right retina,Male,10,week,Space Flight,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,Male,Flight,10 wk,10,FALSE,Characteristics[Age at Launch],SpaceX-12,OSDR dataset API: single mission,SpaceX-12,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,
OSD-255,F19,GSM3932707,Mus musculus,Right retina,Male,10,week,Space Flight,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,Male,Flight,10 wk,10,FALSE,Characteristics[Age at Launch],SpaceX-12,OSDR dataset API: single mission,SpaceX-12,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,
OSD-255,F20,GSM3932708,Mus musculus,Right retina,Male,10,week,Space Flight,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,Male,Flight,10 wk,10,FALSE,Characteristics[Age at Launch],SpaceX-12,OSDR dataset API: single mission,SpaceX-12,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,
OSD-255,F9,GSM3932701,Mus musculus,Right retina,Male,10,week,Space Flight,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,Male,Flight,10 wk,10,FALSE,Characteristics[Age at Launch],SpaceX-12,OSDR dataset API: single mission,SpaceX-12,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,
OSD-255,GC11,GSM3932694,Mus musculus,Right retina,Male,10,week,Ground Control,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,Male,Ground,10 wk,10,FALSE,Characteristics[Age at Launch],SpaceX-12,OSDR dataset API: single mission,SpaceX-12,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,
OSD-255,GC15,GSM3932695,Mus musculus,Right retina,Male,10,week,Ground Control,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,Male,Ground,10 wk,10,FALSE,Characteristics[Age at Launch],SpaceX-12,OSDR dataset API: single mission,SpaceX-12,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,
OSD-255,GC16,GSM3932696,Mus musculus,Right retina,Male,10,week,Ground Control,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,Male,Ground,10 wk,10,FALSE,Characteristics[Age at Launch],SpaceX-12,OSDR dataset API: single mission,SpaceX-12,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,
OSD-255,GC17,GSM3932697,Mus musculus,Right retina,Male,10,week,Ground Control,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,Male,Ground,10 wk,10,FALSE,Characteristics[Age at Launch],SpaceX-12,OSDR dataset API: single mission,SpaceX-12,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,
OSD-255,GC18,GSM3932698,Mus musculus,Right retina,Male,10,week,Ground Control,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,Male,Ground,10 wk,10,FALSE,Characteristics[Age at Launch],SpaceX-12,OSDR dataset API: single mission,SpaceX-12,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,
OSD-255,GC19,GSM3932699,Mus musculus,Right retina,Male,10,week,Ground Control,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,Male,Ground,10 wk,10,FALSE,Characteristics[Age at Launch],SpaceX-12,OSDR dataset API: single mission,SpaceX-12,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,
OSD-255,GC20,GSM3932700,Mus musculus,Right retina,Male,10,week,Ground Control,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,Male,Ground,10 wk,10,FALSE,Characteristics[Age at Launch],SpaceX-12,OSDR dataset API: single mission,SpaceX-12,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,
OSD-255,GC9,GSM3932693,Mus musculus,Right retina,Male,10,week,Ground Control,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,Male,Ground,10 wk,10,FALSE,Characteristics[Age at Launch],SpaceX-12,OSDR dataset API: single mission,SpaceX-12,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,
OSD-289,MHU1_AG1,Mmus_C57-6J_TMS_MHU1_FLT_1G_Rep1,Mus musculus,thymus,Male,8,week,Space Flight,,MHU-1,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,Male,Flight,8 wk,8,FALSE,Characteristics[Age at Launch],SpaceX-9;SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,MHU-1
OSD-289,MHU1_AG2,Mmus_C57-6J_TMS_MHU1_FLT_1G_Rep2,Mus musculus,thymus,Male,8,week,Space Flight,,MHU-1,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,Male,Flight,8 wk,8,FALSE,Characteristics[Age at Launch],SpaceX-9;SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,MHU-1
OSD-289,MHU1_AG3,Mmus_C57-6J_TMS_MHU1_FLT_1G_Rep3,Mus musculus,thymus,Male,8,week,Space Flight,,MHU-1,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,Male,Flight,8 wk,8,FALSE,Characteristics[Age at Launch],SpaceX-9;SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,MHU-1
OSD-289,MHU1_GC1,Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep1,Mus musculus,thymus,Male,8,week,Ground Control,,MHU-1,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,Male,Ground,8 wk,8,FALSE,Characteristics[Age at Launch],SpaceX-9;SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,MHU-1
OSD-289,MHU1_GC2,Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep2,Mus musculus,thymus,Male,8,week,Ground Control,,MHU-1,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,Male,Ground,8 wk,8,FALSE,Characteristics[Age at Launch],SpaceX-9;SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,MHU-1
OSD-289,MHU1_GC3,Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep3,Mus musculus,thymus,Male,8,week,Ground Control,,MHU-1,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,Male,Ground,8 wk,8,FALSE,Characteristics[Age at Launch],SpaceX-9;SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,MHU-1
OSD-289,MHU1_MG1,Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep1,Mus musculus,thymus,Male,8,week,Space Flight,,MHU-1,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,Male,Flight,8 wk,8,FALSE,Characteristics[Age at Launch],SpaceX-9;SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,MHU-1
OSD-289,MHU1_MG2,Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep2,Mus musculus,thymus,Male,8,week,Space Flight,,MHU-1,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,Male,Flight,8 wk,8,FALSE,Characteristics[Age at Launch],SpaceX-9;SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,MHU-1
OSD-289,MHU1_MG3,Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep3,Mus musculus,thymus,Male,8,week,Space Flight,,MHU-1,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,Male,Flight,8 wk,8,FALSE,Characteristics[Age at Launch],SpaceX-9;SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,MHU-1
OSD-289,MHU2_F1,Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep1,Mus musculus,thymus,Male,9,week,Space Flight,,MHU-2,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,Male,Flight,9 wk,9,FALSE,Characteristics[Age at Launch],SpaceX-9;SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-12,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,MHU-2
OSD-289,MHU2_F10,Mmus_C57-6J_TMS_MHU2_FLT_1G_Rep3,Mus musculus,thymus,Male,9,week,Space Flight,,MHU-2,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,Male,Flight,9 wk,9,FALSE,Characteristics[Age at Launch],SpaceX-9;SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-12,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,MHU-2
OSD-289,MHU2_F10,Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep3,Mus musculus,thymus,Male,9,week,Space Flight,,MHU-2,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,Male,Flight,9 wk,9,FALSE,Characteristics[Age at Launch],SpaceX-9;SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-12,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,MHU-2
OSD-289,MHU2_F2,Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep2,Mus musculus,thymus,Male,9,week,Space Flight,,MHU-2,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,Male,Flight,9 wk,9,FALSE,Characteristics[Age at Launch],SpaceX-9;SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-12,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,MHU-2
OSD-289,MHU2_F4,Mmus_C57-6J_TMS_MHU2_FLT_1G_Rep1,Mus musculus,thymus,Male,9,week,Space Flight,,MHU-2,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,Male,Flight,9 wk,9,FALSE,Characteristics[Age at Launch],SpaceX-9;SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-12,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,MHU-2
OSD-289,MHU2_F5,Mmus_C57-6J_TMS_MHU2_FLT_1G_Rep2,Mus musculus,thymus,Male,9,week,Space Flight,,MHU-2,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,Male,Flight,9 wk,9,FALSE,Characteristics[Age at Launch],SpaceX-9;SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-12,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,MHU-2
OSD-289,MHU2_G1,Mmus_C57-6J_TMS_MHU2_GC_1G_Rep1,Mus musculus,thymus,Male,9,week,Vivarium Control,,MHU-2,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,Male,Ground,9 wk,9,FALSE,Characteristics[Age at Launch],SpaceX-9;SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-12,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,MHU-2
OSD-289,MHU2_G2,Mmus_C57-6J_TMS_MHU2_GC_1G_Rep2,Mus musculus,thymus,Male,9,week,Vivarium Control,,MHU-2,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,Male,Ground,9 wk,9,FALSE,Characteristics[Age at Launch],SpaceX-9;SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-12,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,MHU-2
OSD-289,MHU2_G3,Mmus_C57-6J_TMS_MHU2_GC_1G_Rep3,Mus musculus,thymus,Male,9,week,Vivarium Control,,MHU-2,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,Male,Ground,9 wk,9,FALSE,Characteristics[Age at Launch],SpaceX-9;SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-12,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,MHU-2
OSD-379,BL_ISS_01,RR8_LVR_BSL_ISS-T_OLD_BI1,Mus musculus,Left Lobe of the Liver,Female,32,week,Basal Control,,,s_OSD-379.txt,OSD-379_metadata_OSD-379-ISA.zip,Female,Basal,32 wk,32,FALSE,Factor Value[Age],SpaceX-16,OSDR dataset API: single mission,SpaceX-16,e760be74175d4b3088a3512019343540a81816025d77d5fad7a996a2d514b588,
OSD-379,BL_ISS_02,RR8_LVR_BSL_ISS-T_OLD_BI2,Mus musculus,Left Lobe of the Liver,Female,32,week,Basal Control,,,s_OSD-379.txt,OSD-379_metadata_OSD-379-ISA.zip,Female,Basal,32 wk,32,FALSE,Factor Value[Age],SpaceX-16,OSDR dataset API: single mission,SpaceX-16,e760be74175d4b3088a3512019343540a81816025d77d5fad7a996a2d514b588,
OSD-379,BL_ISS_03,RR8_LVR_BSL_ISS-T_OLD_BI3,Mus musculus,Left Lobe of the Liver,Female,32,week,Basal Control,,,s_OSD-379.txt,OSD-379_metadata_OSD-379-ISA.zip,Female,Basal,32 wk,32,FALSE,Factor Value[Age],SpaceX-16,OSDR dataset API: single mission,SpaceX-16,e760be74175d4b3088a3512019343540a81816025d77d5fad7a996a2d514b588,
OSD-379,BL_ISS_04,RR8_LVR_BSL_ISS-T_OLD_BI4,Mus musculus,Left Lobe of the Liver,Female,32,week,Basal Control,,,s_OSD-379.txt,OSD-379_metadata_OSD-379-ISA.zip,Female,Basal,32 wk,32,FALSE,Factor Value[Age],SpaceX-16,OSDR dataset API: single mission,SpaceX-16,e760be74175d4b3088a3512019343540a81816025d77d5fad7a996a2d514b588,
OSD-379,BL_ISS_05,RR8_LVR_BSL_ISS-T_OLD_BI5,Mus musculus,Left Lobe of the Liver,Female,32,week,Basal Control,,,s_OSD-379.txt,OSD-379_metadata_OSD-379-ISA.zip,Female,Basal,32 wk,32,FALSE,Factor Value[Age],SpaceX-16,OSDR dataset API: single mission,SpaceX-16,e760be74175d4b3088a3512019343540a81816025d77d5fad7a996a2d514b588,
OSD-379,BL_ISS_06,RR8_LVR_BSL_ISS-T_OLD_BI6,Mus musculus,Left Lobe of the Liver,Female,32,week,Basal Control,,,s_OSD-379.txt,OSD-379_metadata_OSD-379-ISA.zip,Female,Basal,32 wk,32,FALSE,Factor Value[Age],SpaceX-16,OSDR dataset API: single mission,SpaceX-16,e760be74175d4b3088a3512019343540a81816025d77d5fad7a996a2d514b588,
OSD-379,BL_ISS_07,RR8_LVR_BSL_ISS-T_OLD_BI7,Mus musculus,Left Lobe of the Liver,Female,32,week,Basal Control,,,s_OSD-379.txt,OSD-379_metadata_OSD-379-ISA.zip,Female,Basal,32 wk,32,FALSE,Factor Value[Age],SpaceX-16,OSDR dataset API: single mission,SpaceX-16,e760be74175d4b3088a3512019343540a81816025d77d5fad7a996a2d514b588,
